"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"7622-FWGEW","Male",1,"Yes","No",56,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.65,4824.45,"No"
"2514-GINMM","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.5,79.5,"Yes"
"6131-IUNXN","Female",0,"Yes","Yes",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,382.2,"No"
"8548-AWOFC","Male",0,"Yes","No",66,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",63.85,4264.6,"No"
"9798-DRYDS","Female",0,"Yes","Yes",17,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","One year","Yes","Mailed check",61.95,1070.7,"No"
"8532-UEFWH","Male",0,"Yes","Yes",52,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.75,1345.8500000000001,"No"
"7951-VRDVK","Female",0,"No","No",36,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",85.85000000000001,3003.55,"No"
"5931-FLJJF","Male",1,"Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.10000000000001,467.55,"Yes"
"4815-YOSUK","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",104.9,7537.5,"No"
"2659-VXMWZ","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",111.3,7482.1,"Yes"
"0380-NEAVX","Male",1,"No","No",34,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",99.85000000000001,3343.15,"No"
"4285-GYRQC","Female",0,"Yes","No",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",86.25,587.1,"Yes"
"7216-EWTRS","Female",1,"Yes","No",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,100.8,"Yes"
"5802-ADBRC","Female",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",104.4,5232.900000000001,"No"
"8076-FEZKJ","Male",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.5,225.85,"No"
"5197-YPYBZ","Female",0,"Yes","Yes",12,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.25,274.7,"No"
"8337-MSSXB","Female",0,"No","No",14,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.3,1180.95,"Yes"
"8495-LJDFO","Female",1,"No","No",64,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",108.95,7111.3,"No"
"0839-JTCUD","Female",0,"Yes","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.9,5958.85,"No"
"1302-UHBDD","Male",1,"No","No",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",89.95,1648.45,"No"
"2234-EOFPT","Male",0,"Yes","No",72,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",79.35000000000001,5753.25,"No"
"8619-IJNDK","Female",0,"Yes","Yes",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",64.05,4492.900000000001,"No"
"8378-LKJAF","Male",0,"Yes","Yes",38,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",101.15,3956.7000000000003,"No"
"2528-HFYZX","Male",1,"Yes","No",17,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",76.45,1233.4,"Yes"
"1153-GNOLC","Male",0,"No","No",33,"No","No phone service","DSL","No","Yes","No","No","Yes","No","One year","Yes","Electronic check",39.1,1309.0,"No"
"3298-QEICA","Female",0,"Yes","Yes",23,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Two year","No","Mailed check",34.6,813.45,"No"
"0788-DXBFY","Male",0,"Yes","Yes",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",19.55,1108.8,"No"
"3496-LFSZU","Male",0,"Yes","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.5,294.2,"No"
"2482-CZGBB","Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.0,740.0,"Yes"
"6479-SZPLM","Male",0,"Yes","Yes",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.45,754.5,"No"
"8097-VBQTZ","Male",0,"No","No",54,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",69.9,3883.3,"No"
"4500-HKANN","Male",0,"Yes","Yes",23,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","No","Mailed check",59.7,1414.2,"No"
"9917-KWRBE","Female",0,"Yes","Yes",41,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",78.35000000000001,3211.2000000000003,"No"
"3420-ZDBMA","Male",1,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",71.45,371.6,"No"
"2212-LYASK","Male",0,"Yes","Yes",27,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",45.85,1246.4,"No"
"1393-IMKZG","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",95.85000000000001,95.85000000000001,"No"
"8069-RHUXK","Female",0,"Yes","Yes",67,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Two year","No","Credit card (automatic)",35.7,2545.7000000000003,"No"
"3398-GCPMU","Female",1,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",89.55,6448.85,"No"
"2908-WGAXL","Female",0,"Yes","Yes",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.95,1468.9,"No"
"3378-AJRAO","Male",0,"Yes","Yes",44,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",24.85,1013.6,"No"
"1013-QCWAM","Female",1,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,6690.75,"No"
"0866-QLSIR","Female",0,"No","No",34,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",64.4,2088.75,"Yes"
"7181-BQYBV","Female",0,"Yes","Yes",1,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.45,102.45,"Yes"
"0362-RAOQO","Female",0,"No","No",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.650000000000002,830.25,"No"
"5527-ACHSO","Female",0,"No","No",11,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Mailed check",70.5,829.3000000000001,"No"
"0336-PIKEI","Male",1,"Yes","No",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",74.4,5360.75,"No"
"9537-VHDTA","Female",0,"No","Yes",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",51.2,51.2,"No"
"4957-TIALW","Female",0,"No","Yes",15,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Credit card (automatic)",65.6,1010.0,"No"
"2054-PJOCK","Female",0,"No","No",60,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",80.55,4847.05,"No"
"9150-HEPMB","Male",0,"No","No",56,"Yes","No","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",52.7,3019.7000000000003,"No"
"6204-IEUXJ","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",80.10000000000001,217.55,"Yes"
"3126-WQMGH","Female",0,"Yes","No",49,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",52.15,2583.75,"No"
"4529-CKBCL","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.2,146.05,"Yes"
"2506-CLAKW","Female",0,"No","No",6,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.15,567.45,"Yes"
"7176-WRTNX","Male",0,"No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.95,7711.25,"No"
"1583-IHQZE","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",112.95,1384.75,"Yes"
"5732-IKGQH","Male",1,"Yes","No",52,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.45,5481.25,"No"
"7205-BAIAD","Female",0,"No","No",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.6,827.3000000000001,"No"
"0151-ONTOV","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.9,70.9,"Yes"
"4140-MUHUG","Female",1,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",86.85000000000001,220.95000000000002,"Yes"
"0093-EXYQL","Female",1,"No","No",40,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.55,3673.6,"No"
"8064-RAVOH","Male",0,"No","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",49.85,49.85,"No"
"0219-QAERP","Male",0,"Yes","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.8,576.65,"No"
"0320-JDNQG","Male",0,"Yes","Yes",23,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.85000000000001,2331.3,"Yes"
"7180-PISOG","Male",0,"Yes","Yes",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.5,74.5,"Yes"
"3571-RFHAR","Male",0,"No","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.15,6941.2,"Yes"
"0015-UOCOJ","Female",1,"No","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",48.2,340.35,"No"
"5334-AFQJB","Male",1,"No","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.1,1789.9,"No"
"2754-SDJRD","Female",1,"No","No",8,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.15,908.5500000000001,"No"
"9578-VRMNM","Female",0,"No","No",16,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",65.2,1043.35,"Yes"
"1587-FKLZB","Male",1,"Yes","Yes",66,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.5,6822.150000000001,"Yes"
"8963-JLGJT","Male",0,"No","Yes",3,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",55.9,157.55,"No"
"4307-KTUMW","Male",0,"Yes","No",53,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",93.9,5029.2,"Yes"
"1465-LNTLJ","Male",1,"Yes","No",8,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",64.4,581.7,"No"
"5440-FLBQG","Male",1,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.4,7318.2,"Yes"
"2135-DQWAQ","Female",0,"No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",85.3,420.45,"No"
"7488-MXJIV","Female",0,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.65,321.65000000000003,"Yes"
"9339-FIIJL","Male",0,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",85.95,6151.900000000001,"No"
"2027-FECZV","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.7,1253.9,"Yes"
"6670-MFRPK","Male",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Two year","Yes","Credit card (automatic)",79.2,5420.650000000001,"No"
"6177-PEVRA","Female",0,"No","No",48,"Yes","No","DSL","Yes","Yes","No","No","No","No","Two year","No","Credit card (automatic)",55.5,2627.35,"No"
"4800-CZMPC","Female",0,"Yes","Yes",48,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",103.25,5037.55,"Yes"
"4813-HQMGZ","Female",0,"Yes","No",8,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",90.25,743.75,"No"
"7579-KKLOE","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",91.25,6589.6,"No"
"7377-DMMRI","Male",0,"No","No",2,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",47.800000000000004,92.45,"Yes"
"8402-EIVQS","Male",0,"Yes","No",67,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.9,6733.150000000001,"No"
"4947-DSMXK","Male",0,"Yes","Yes",34,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",97.7,3410.0,"No"
"7245-NIIWQ","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85000000000001,199.85,"No"
"0002-ORFBO","Female",0,"Yes","Yes",9,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","One year","Yes","Mailed check",65.6,593.3000000000001,"No"
"3324-OIRTO","Male",0,"Yes","Yes",71,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.65,7288.400000000001,"No"
"5414-OFQCB","Male",0,"No","No",57,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",90.45,5229.8,"No"
"4967-WPNCF","Male",0,"No","No",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",63.7,4464.8,"No"
"8499-BRXTD","Male",0,"No","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.1,401.85,"No"
"9154-QDGTH","Male",0,"Yes","Yes",43,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.3,4451.85,"No"
"8197-BFWVU","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",93.25,6688.95,"No"
"2577-GVSIL","Male",0,"Yes","Yes",35,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",73.45,2661.1,"No"
"9367-OIUXP","Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.7,73.05,"No"
"6770-UAYGJ","Female",0,"Yes","Yes",49,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.25,1211.65,"No"
"6463-HHXJR","Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","No","Bank transfer (automatic)",100.5,7030.650000000001,"No"
"7928-VJYAB","Male",0,"Yes","Yes",11,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",90.60000000000001,1020.2,"No"
"1187-WILMM","Male",0,"Yes","Yes",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",89.4,5597.650000000001,"No"
"9776-OJUZI","Female",1,"No","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",95.45,6223.3,"No"
"1306-RPWXZ","Female",0,"No","Yes",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.45,1024.65,"No"
"8949-JTMAY","Female",0,"No","No",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.60000000000001,2933.2000000000003,"Yes"
"2774-LVQUS","Female",1,"Yes","No",15,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",83.05,1258.3,"Yes"
"2266-SJNAT","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",109.15,7789.6,"No"
"4238-JSSWH","Female",1,"Yes","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",102.05,3452.55,"No"
"2972-YDYUW","Female",0,"No","No",57,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","One year","No","Electronic check",94.7,5468.95,"No"
"1104-FEJAM","Male",0,"Yes","Yes",28,"Yes","Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",64.4,1802.15,"No"
"2809-ILCYT","Female",0,"Yes","No",25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",26.8,733.5500000000001,"No"
"5499-ECUTN","Female",0,"Yes","No",47,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",66.05,3021.4500000000003,"No"
"4981-FLTMF","Female",0,"Yes","Yes",57,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",65.2,3687.85,"No"
"9121-PHQSR","Male",1,"Yes","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.05,1391.15,"No"
"3113-IWHLC","Male",0,"No","No",5,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.800000000000004,274.35,"No"
"3211-ILJTT","Male",0,"Yes","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",70.4,1214.05,"Yes"
"4612-THJBS","Female",1,"No","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.75,5510.650000000001,"Yes"
"4277-BWBML","Male",0,"Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.95,1322.8500000000001,"No"
"4094-NSEDU","Female",1,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.25,1973.75,"Yes"
"0234-TEVTT","Female",0,"Yes","Yes",48,"No","No phone service","DSL","Yes","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",45.0,2196.3,"No"
"4304-TSPVK","Female",0,"Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.9,7843.55,"No"
"1552-AAGRX","Female",0,"No","No",30,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",106.4,3211.9,"No"
"9796-MVYXX","Female",1,"No","No",14,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",39.7,692.35,"No"
"7874-ECPQJ","Female",0,"No","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.05,85.5,"No"
"0020-INWCK","Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",95.75,6849.400000000001,"No"
"7089-RKVSZ","Male",0,"Yes","Yes",8,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",24.400000000000002,203.95000000000002,"No"
"2683-JXWQQ","Male",0,"Yes","Yes",61,"No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",33.6,2117.2,"No"
"9548-ZMVTX","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",90.45,6565.85,"No"
"8739-XNIKG","Female",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.0,424.75,"No"
"9755-JHNMN","Female",0,"No","No",49,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",67.4,3306.85,"No"
"3981-QSVQI","Male",0,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.7,168.9,"No"
"2789-HQBOU","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.35000000000001,253.8,"No"
"5067-WJEUN","Male",0,"Yes","Yes",67,"Yes","No","DSL","Yes","Yes","No","No","No","No","Two year","Yes","Bank transfer (automatic)",54.2,3838.2000000000003,"No"
"3450-WXOAT","Male",0,"No","No",46,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",45.2,2065.15,"No"
"9251-WNSOD","Female",0,"Yes","No",67,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Mailed check",75.10000000000001,5064.45,"No"
"6974-DAFLI","Female",0,"Yes","No",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.7,1140.05,"No"
"2616-UUTFK","Male",0,"Yes","No",33,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",72.75,2447.4500000000003,"No"
"7064-JHXCE","Male",0,"Yes","Yes",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.05,1263.9,"No"
"4373-VVHQL","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.75,44.75,"No"
"4559-UWIHT","Male",0,"Yes","No",14,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",82.65,1185.0,"No"
"7268-IGMFD","Male",1,"No","No",18,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",93.9,1743.9,"No"
"9570-KYEUA","Male",0,"No","No",64,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",99.25,6549.45,"No"
"6993-YGFJV","Male",0,"Yes","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",112.55,7806.5,"No"
"2712-SYWAY","Female",0,"No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",25.7,25.7,"No"
"0730-BGQGF","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",90.3,6287.3,"No"
"5498-IBWPI","Female",0,"Yes","Yes",66,"Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",49.4,3251.85,"No"
"9101-NTIXF","Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.400000000000002,50.6,"No"
"0013-SMEOE","Female",1,"Yes","No",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.7,7904.25,"No"
"9314-QDMDW","Male",0,"No","No",11,"Yes","No","DSL","No","Yes","No","No","Yes","No","One year","Yes","Electronic check",61.25,729.95,"No"
"9308-ANMVE","Male",0,"No","Yes",47,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",55.300000000000004,2654.05,"No"
"3757-NJYBX","Male",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",106.35000000000001,3520.75,"Yes"
"7649-PHJVR","Male",0,"No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.5,226.8,"No"
"2573-GYRUU","Male",1,"Yes","No",48,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",91.05,4370.75,"No"
"9822-OAOVB","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.45,55.45,"No"
"6161-ERDGD","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",85.45,6300.85,"No"
"1226-JZNKR","Female",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.8,160.05,"No"
"7318-EIVKO","Male",0,"No","No",8,"Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",59.25,436.6,"No"
"3771-PZOBW","Male",0,"No","No",20,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.7,1781.3500000000001,"No"
